cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
D26Dp4D08,9c7f19d8-4c8c-4a78-91a7-5d64550e93d7,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4D10,a5694c16-0fed-4d0e-9db6-6cc92a14c715,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4E03,20d9ee21-5c91-4f82-8649-a56b2d8fdd32,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4E08,19f61f8d-85c7-4953-9518-a3f421cb7504,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4E10,56ecd197-5d6a-4972-a759-0d66a2afeb1e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4F01,210673c9-5115-4391-be24-1183e4a32544,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4F02,b7f8f378-a6be-485c-a5fe-43a1c668d66f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4F07,ed50efaf-0e70-4866-9c6a-3003b8ce66af,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4F11,662f7c96-b650-4b22-9dc8-f052f63083d7,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4G02,06587042-292c-4037-96ea-a658ad07eefc,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4G06,8cd1c391-2717-4ca1-9594-521241ba9628,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4G08,3e951e39-ecaf-4fff-89be-0dab6a57f397,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4G09,f46c8269-4f78-457f-aad1-aa10af1f0547,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4H03,64c169e5-4a7a-4b08-8179-e5f513b8cb8b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14A05,cf782a67-1cd1-4e50-8d7a-38932cd128e9,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14A07,5e2a9d24-fcab-4aa6-bbee-f531a2bbe699,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14A09,a8ad37cc-4bfc-472c-9f66-37b706ad8f68,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B09,ced1567f-1eee-4902-9d17-73d1ef9867ca,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C04,8b021dba-1ca0-489a-8d3b-9182a03ab9e2,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C10,12bd208f-6136-4785-895e-2d9e9502fcc8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C11,87fdf071-1b21-4e61-b041-382566073b8f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D01,f0660a89-6241-42a0-a513-5324214b60f4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D09,41a02f26-c4a8-4ce5-bdf3-63bd289a8a92,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D10,e1ad3579-4776-4e79-96d4-bb1c9aa059b8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D11,367b4bd9-92ba-4520-8572-7c12b1a272f8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E01,fd484983-67a5-41d0-aca7-357c511fc47d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E11,c7e3a55d-430a-4317-8c33-fdfa928a95db,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F04,368c0f13-e887-41bd-828d-bea8a615a43d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G11,9c65f16c-1930-44b2-9bae-3d928d1102f0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H07,06fec640-4ce3-406f-8765-0c5e92a577be,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H09,411a38a8-37c2-40a7-954b-f2a19e454941,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28A04,38bfd968-82a1-4739-90ff-ae9078eb2410,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28A08,5e22a716-85cc-4e42-9ce2-b540220c2890,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28A09,0b5e3151-1195-4b88-8047-5b4ed8ef38d4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B01,de5c8458-f112-43e2-a387-6c19d335b603,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B02,6c42d0d3-db8e-48e0-a126-65ac2222e29c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B06,05e60b3a-714f-4013-b781-38a2f19460e8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B07,df1f41da-a609-40e7-aafc-079686f4b5a4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B08,11da52f5-e574-4e2b-a756-d344419029a4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B10,4733aeb3-c2c4-4d1d-be5f-ba0fcf943f96,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C07,78df1b6d-0c43-40e0-93fc-bc260645530b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C08,65758d27-7e3f-4e30-9fe7-367475ee0844,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C10,f1e64faa-0294-46f0-b960-7c6c99eae1f7,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D04,d68d5c6d-4f57-4aa5-9a6c-f81f3708b1f4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D05,a5e78ed1-9d74-4e4f-99b0-f7329fcee535,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D06,2b958fd0-4648-4f08-97bb-c662d87be060,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D08,36554c41-4a11-43d5-8594-6d1c02c1473a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D09,bc23d260-ecc1-4450-a41b-eb93f2814d55,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28E03,addbdca8-91c1-4422-96f6-e3b62f8d169d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28E10,bede97b6-64fa-4656-b2d6-0421ec9aedaf,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28E11,2b1d9e45-f6bd-4194-a210-a51e160cb4f2,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28F04,869c0bf0-b038-44f8-bcf1-2abf1a571044,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28F06,c9c68e06-257e-4bfb-bc27-c4256c0db098,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28F09,3219c9b0-2930-4271-b798-ee5b941a3978,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28F10,68acfc14-1d36-4c0e-850d-d1a40cb8ac63,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28G01,8d554eef-cd48-4d17-92b2-c16e0590d856,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28G02,60f1df7c-8493-43cc-861a-936f5205c9fc,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28H01,fd0ef850-bbfb-4769-a771-07f437c3d632,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28H10,a952435f-2cdc-439e-a17f-09883a0c9f5a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9A07,6547ff9a-86cb-4074-8404-fc2df6e60908,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9A11,7ae312d4-b3da-4612-b1cf-d2c1e537227d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9B03,b4dccb6c-478a-4b56-96e0-8853dc7d123b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9B04,ee16950c-41d8-42fb-bea6-b692dee1ee36,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9C01,eed50289-a6e1-4b7c-b0f4-ec0f4d07aa73,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9C05,d5d4827a-365e-4ba1-b508-507368e82250,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9C09,01a58228-3140-4359-accc-44373ebe26fd,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9C10,94cac49c-e624-4ec9-9f58-04e565670152,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9C11,21dd2cd6-5c28-4e01-bd40-f72a7d58521c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9D11,0133951e-6e0e-4dba-8df9-ffeeb7d44e2c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9G04,0cd2b0f5-1a47-4405-95d2-7ee5d7ba0a6a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9G07,69293da1-1599-4bd7-af1a-bf3b0e7af63f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9H01,24c3dbaa-98e1-4cb1-8614-66e89c19741e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9H02,155ea67a-9ade-4085-a471-c2b3ae3cfce2,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12A01,31191864-1610-4d69-b582-19fb68586ecd,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12A06,af8905de-745b-438e-8ca1-a7f8e076c48c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12B10,90d3ad93-aad6-416b-bd3b-65e5e4c7e836,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12C10,ade6acec-fe51-4bb9-a8d0-370f0a2a097f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12D06,a9059720-1e38-48d7-b24f-5e554b52eaa3,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12D09,7bd17153-360e-45f2-952f-49a708c3cef5,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12D10,a42e16fe-25e8-4009-8bdd-de779d96d25e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12F03,92eb1385-0480-44f5-beab-5eff56786fec,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12F11,499b4f63-7cbd-4248-8ddc-6acbece5b88e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12G01,80ba965a-0a24-48ae-883d-bed824d15bb4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12G09,b162eb93-69c4-4ab9-9665-77fdd06f70f0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12H01,fcc23ca0-8f44-4cfa-b8b1-77640130c2fe,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18A04,74e05bc3-5d53-4062-930d-6991e23c3898,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18B04,5cc490fd-cd62-48c0-83aa-04390eb5dd90,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18B08,dc3f0973-237b-4b7e-998e-06ddf048fbc4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18C08,4febd4c9-bc5c-4a24-b26d-f9cf9f01d220,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18D07,06ffda2c-4763-433c-9b99-1f8f3c476e12,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18D11,346c71ce-2f2b-433c-9ceb-b267222c0154,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18F02,f9e328c4-9de9-4248-bc04-5a293787957e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18G03,5e703f3e-51c0-457f-aa57-10c7aa3fce5b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp18G06,b89a1f61-a910-42a8-903c-3839892e8512,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn19B08,7ed580c6-40a0-40f2-a768-9a71b9d465c8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKA03,4d0148cb-bc4f-4955-a8c4-cf28a509beef,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKA04,bd84f9ae-3310-48b9-bb65-06c281ee0498,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKB07,bbeaee0e-1544-487d-a257-0394b14702e1,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKB08,85e2a733-e079-4bd8-89f9-3ddc0f97d4cb,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKC01,c3521cd6-4849-4dba-b6f2-d01fa74a4c50,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKC11,27c3fe32-1b67-450f-8873-7cd5fa89074c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKD03,f52440f7-a43b-4e64-97fe-6f95f9aa8a9b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKD07,06d4bec2-334a-482c-b066-49ff7270a8b6,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKE04,96292625-8024-4bf6-8869-d101251d153b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn25SKH11,d1d282f9-c629-45c5-91d7-0d22dc7f7d1d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKA03,e6967543-7a00-4f40-a930-c97f40183105,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKA04,cd92e381-ed84-4483-9042-a0afd1fc1f56,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKC07,25e769b1-986e-48e5-a02c-230d53e6e858,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKD09,fee3d049-a0a2-485c-a3e1-76fb715e4e2b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKF10,37bd8f35-2a60-4fc1-93b1-0f5e5e41203c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKG01,44d12721-3e1b-49d0-a212-8677dd009048,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKG05,acfaaaa8-4f87-4b13-8ab5-899f5e0caa12,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKG10,8a010068-b95f-4140-9eb0-8856f693b70d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKH01,1b33310c-3239-40b9-8e05-2aaee064d878,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKH07,e90f618c-bd9e-4178-9529-d6dcbe89a3e0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKH11,b18a6158-06b5-40c1-82be-01f2d31c2b9e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsD07,ad76c007-e020-44b4-8800-a51650513fd1,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsD10,6ea9d35d-52f9-4084-9f66-d87847b44306,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsG05,e755ccd5-3d47-4b3a-a514-a3311cb1bb55,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9A09,2d4039cb-a732-4266-b9a5-a920ae9ddd38,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9D02,1d1e3392-1ec5-4d6c-a328-87501289d698,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12D03,e9ee9e7f-a567-4921-bf52-e0f5db7e2787,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12F02,b0ede230-9969-4a11-a89d-5ec8dcb10dab,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12F06,17d0a49d-afec-4873-9ae4-ef456a55269b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn13A10,a055e36f-ed0a-4f23-a0db-411de32639cc,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dn13E03,8154bd15-e9a3-4b35-8d8b-77420075f2ff,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dn20C03,6911511a-0afa-4551-8857-fa0af293dc9f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dn20C08,88a79756-96d0-46cf-aaad-deb6fd634a2f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3A07,ea86224b-3c05-4389-bc30-966941e43571,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3B04,386130d5-7e95-4e67-833b-41e3541ea05e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3B06,0b51353e-e15b-48f8-a847-c318b5eb6ea3,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3B07,eda2e037-ba2f-49ad-b44b-e9caf853827b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3D05,2c2e394e-4361-485a-a1f1-88f88ecc686e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3D07,63510139-4ee9-4881-abc2-c57372e32968,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3E06,2bcba540-59c5-4cb4-9153-1f740e7ad4b8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3E10,8ffd2309-d1d1-4054-81ee-924ddaaf586c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp3G08,56b4b688-b5cd-4e85-a559-924a2308d887,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp10C03,a70b793f-8085-439f-8c01-e2f9ffd4b477,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp17B03,10e34b8c-615f-452a-b209-64f0d2e4be97,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp17B04,9d181566-65fd-49a9-9cc8-f20f9bdd533b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp17B05,a4613118-0ae4-467f-8bf0-606dd4746c54,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp17G01,7fd60330-6495-439f-9f32-bf93755f770e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp17G03,6c7dbe17-c459-496e-b1b8-02c48ac3d3bd,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp24E04,4432111a-1896-4fb9-867b-d09273c764b2,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D100Dp24F06,8e52f5bc-a2e9-4464-9ddb-179fe6a13208,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dn23B07,b93e2d89-9c7b-40c9-8887-838990491bb5,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dn23F05,92c42de1-1163-4778-9d2a-d5076cbfb7ad,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dn23G02,012cea0a-07be-4806-983b-695528f2a7bf,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dn23G06,ca6cbe25-873e-4b29-a3a1-95d4a1860ba4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dn23G07,2fe380a5-d38d-4476-929f-d60c9de14515,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dn23H02,80a9e6c1-b043-4473-8ea8-762cac0c7d93,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dn23H09,dc261095-f1fe-4b88-b61f-c2710a0a9480,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dp22C02,47584fb4-7c44-4b8b-8767-dd2532122928,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dp22D05,baed5106-3b8a-47de-af5e-0222708c3dbb,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dp22G07,93a73a2d-79c8-4961-9e13-19392245870a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dp22G09,d708ba78-c467-403b-915c-ab86a65ccd01,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D125Dp22H03,4374a32a-684d-445c-930e-7a05d87012a0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp12E09,c718b36b-4053-4ec4-8c26-e7f9ec23c5e9,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsA03,dbd69b4c-dc51-4ce2-bcdc-3023e08ebb17,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsA10,885d3224-bc3a-4657-bce7-9b6761c8cb67,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsA11,2f54a405-ab30-409b-b460-02338686aefc,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsB03,e336eae7-42ae-4e75-8fcc-e622ff6b067a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsB05,1a8aa8dd-7f71-487a-a15b-5a245675e7e8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsB06,3a54141c-4fb1-4e21-8b71-ff0a2fd03049,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsB08,8924e56e-1568-444b-b44c-92e9da74d72e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsC01,031d123c-a654-495a-ab64-f3388bb0be89,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsC06,073cc0e0-9701-423c-b4f5-2b8759ef197d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsD09,1188e092-69bd-465c-948d-3046c144534b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsE01,2b752159-0170-4ed4-b8d0-315ed2e68614,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsE02,b0f6f089-1f61-4ee3-aeb0-46d59e22408e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsE07,1afa3ad9-fa5d-4a0c-80c2-9552d1b918d0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsF02,b4bfb9cd-a08d-41f8-a5ac-01d7dde9666c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsF03,dd0b4bd8-f425-4f74-98ca-bc2a780380d5,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsF05,d9a058be-ffce-4d55-a752-9730f1142b99,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsF06,f3e1251d-c99a-41ae-a61a-3b23848c12de,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsF07,8fd0d504-2f8d-4c63-97ec-65ad9dce0380,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsG01,1068e653-7dc2-4f5a-8c4f-7c2d94dc3437,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsG03,cd833534-9433-4660-92c0-35cd8cb5f3b3,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsG06,43d3ea21-42c2-438e-b8bd-dd50ea9855b7,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsG10,d6c7c37e-0dd6-4191-80b7-734b3070e173,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsH01,9a979959-26ca-4982-8b5d-705c836bf138,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsH05,0db15e1e-9caf-4faf-9cf9-abfde5da5eb8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsH07,e4ceca4f-e09f-4f4d-ad39-ba71b9a5e9a3,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsH08,ee90563b-7a84-4216-a25b-483a2e88b234,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsH10,b17c1909-82b5-4ebd-8dca-8e4788543af0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp9A01,808d2535-c75f-4e6c-b48a-48e988af8504,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
